ID,TAG,NAME,E_NAME,SYM,COL,CAMP,NUM,RACE1,RACE2,SEX,CLASS,PATRON,CHARA,RELM1,RELM2,LEV,RARE,SPELL,EXP,N_EXP,N_MIN,AGE,SC,WEALTH,FATHER,MOTHER,DV,SP,VIS,AC,EV,VO,ALERT,STR,INT,WIS,DEX,CON,CHA,BONUS,M_HB,M_HM,M_WB,M_WM,F_HB,F_HM,F_WB,F_WM,HAND,RING,AMULET,BODY,OUTER,HEAD,ARMS,FEET,TAIL,SP_MELEE,BATTLE,UNDERLING,ARTIFACT,FLAG,AUTHORITY,DESCRIPTION,E_DESCRIPTION,COMMENT,,,,
308,308,コールド・ハウンド,Cold hound,Z,W,0,-1,ZEPHYR_HOUND,ZEPHYR_HOUND,VARIABLE,NONE,NONE,ORDINARY,NONE,NONE,15,1,50,70,0,0,0,0,200,NONE,NONE,-1,0,30,30,0,0,0,15,12,12,17,11,13,5,165,10,550,3,165,10,550,3,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"BITE:HURT:1d8
CLAW:HURT:1d8
BITE:COLD:1d6",,,FORCE_SLEEP|FRIENDS|HURT_FIRE|BASH_DOOR|IM_COLD|BR_COLD,,"人間ほどの大きさのある犬で、角張った氷でできているような生物だ。
体からは冷気が放射され、吐く息すらも凍ってしまう。","A hound as tall as a man, this creature appears to be composed of angular 
planes of ice.  Cold radiates from it and freezes your breath in the air.

",J0#,,,,
309,309,エナジー・ハウンド,Energy hound,Z,y,0,-1,ZEPHYR_HOUND,ZEPHYR_HOUND,VARIABLE,NONE,NONE,ORDINARY,NONE,NONE,15,1,50,70,0,0,0,0,200,NONE,NONE,-1,0,30,30,0,0,0,15,12,12,17,11,13,5,165,10,550,3,165,10,550,3,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"BITE:HURT:2d3
BITE:HURT:2d3
BITE:ELEC:2d3",,,FORCE_SLEEP|SELF_LITE_2|FRIENDS|BASH_DOOR|IM_ELEC|BR_ELEC,,"セントエルモの炎の様な幽玄な後光がこの犬を包み込んでいる。
辺りに満ちたエネルギーが冒険者の回りに立ちのぼり、火花が指を突き刺す。","Saint Elmo's Fire forms a ghostly halo around this hound, and sparks sting 
your fingers as energy builds up in the air around you.

",J0#,,,,
310,310,ミミック(薬),Potion mimic,!,w,0,-1,MIMIC,MIMIC,VARIABLE,NONE,NONE,ORDINARY,NONE,NONE,18,3,50,60,0,0,0,0,200,NONE,NONE,-1,0,25,30,0,0,0,14,14,14,14,14,14,5,165,10,550,3,165,10,550,3,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"HIT:POISON:3d4
HIT:HURT:2d5
HIT:DR_MANA:2d5",,,CHAR_MULTI|ATTR_SEMIRAND|FORCE_SLEEP|NEVER_MOVE|COLD_BLOOD|NO_CONF|NO_SLEEP|FEARLESS|BLIND|CONF|SCARE|CAUSE_2|BO_COLD,,"放置されたアイテムに化けている奇妙な生物で、愚かな冒険者がその毒のある
爪の射程距離に入るのを待ちかまえている。","A strange creature that disguises itself as discarded objects to lure 
unsuspecting adventurers within reach of its venomous claws.

",JZ#,,,,
311,311,ミミック(ドア),Door mimic,0,U,0,-1,MIMIC,MIMIC,VARIABLE,NONE,NONE,ORDINARY,NONE,NONE,18,6,50,70,0,0,0,0,200,NONE,NONE,-1,0,25,30,0,0,0,14,14,14,14,14,14,5,165,10,550,3,165,10,550,3,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"HIT:POISON:3d4
HIT:CONFUSE:2d3
HIT:PARALYZE:2d3",,,CHAR_MULTI|FORCE_SLEEP|NEVER_MOVE|COLD_BLOOD|NO_CONF|NO_SLEEP|FEARLESS|BLIND|CONF|SCARE|CAUSE_2|BO_COLD,,"ドアに化けている奇妙な生物で
愚かな冒険者がその毒のある爪の射程に入るのを待ち構えている。","A strange creature that disguises itself as a door to lure 
unsuspecting adventurers within reach of its venomous claws.

",JZ#,,,,
312,312,ブリンク・ドッグ,Blink dog,C,B,0,-1,CANINE,CANINE,VARIABLE,NONE,NONE,ORDINARY,NONE,NONE,18,2,50,50,0,0,0,0,200,NONE,NONE,-1,10,20,20,0,0,10,14,14,14,14,14,14,5,165,10,550,3,165,10,550,3,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,BITE:HURT:1d8,,,RAND_25|FRIENDS|BASH_DOOR|RES_TELE|BLINK|TELE_TO,,"犬科に属する奇妙な魔法の生物だ。その姿は点滅していて、目の前から
瞬時に消え失せたりする。","A strange magical member of the canine race, its form seems to shimmer and 
fade in front of your very eyes.

",J0#,,,,
313,313,レッサー・ウルク,Lesser Uruk,o,w,0,-1,URUK,URUK,VARIABLE,NONE,NONE,ORDINARY,NONE,NONE,47,1,50,5000,0,0,0,0,200,NONE,NONE,0,10,20,0,0,0,20,19,19,19,19,19,19,5,215,10,1230,3,210,10,1120,3,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"SHOOT:HURT:3d5
HIT:HURT:3d5
HIT:HURT:3d5",,,FRIENDS|OPEN_DOOR|BASH_DOOR|EAT_POISONOUS|IM_POIS|RES_DARK|SHOOT,,"彼らは自らをメルコールの正嫡と呼ぶ東方の大帝国モルドールの特権階級だ。
彼らにとっては征服と支配が全てであり、
老若男女のほとんどが戦いの生涯を過ごす神軍の兵士である。","

",J0#,,,,
314,314,キリス・ウンゴルの『シャグラト』,Shagrat of Cirith Ungol,o,u,0,-1,URUK,URUK,0x02,ROGUE,NONE,COMBAT,SORCERY,NONE,52,2,50,11500,0,0,0,0,200,NONE,NONE,2,0,20,0,0,0,20,22,20,19,21,20,22,5,227,0,1280,0,0,0,0,0,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"HIT:HURT:3d8
HIT:HURT:3d8
HIT:HURT:3d5
HIT:HURT:3d5",,,UNIQUE|CAN_SPEAK|EAT_POISONOUS|OPEN_DOOR|BASH_DOOR|IM_POIS|RES_DARK,,モルドールの要衝、キリス・ウンゴルで備えの一つを守るウルクの将の一人だ。ウフサクとは浅からぬ交友があり、共に轡を並べて武勲を上げた回数は数え切れない。,"
",J0#,,,,
315,315,ミナス・モルグルの『ゴルバグ』,Gorbag of Minas Morgul,o,u,0,-1,URUK,URUK,0x02,WARRIOR,NONE,MIGHTY,NONE,NONE,52,2,50,12000,0,0,0,0,200,NONE,NONE,2,0,20,0,0,0,20,23,20,18,21,20,22,5,241,0,1290,0,0,0,0,0,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"HIT:HURT:3d8
HIT:HURT:3d8
HIT:HURT:3d5
HIT:HURT:3d5",,,UNIQUE|CAN_SPEAK|EAT_POISONOUS|OPEN_DOOR|BASH_DOOR|IM_POIS|RES_DARK,,"　西の辺境最前線である、ミナス・モルグルで毎日のように出撃を繰り返し、権益を武力で確保するウルクの将軍の一人だ。
　帝都ルグブルズで起こした諍いからシャグラトと何度か決闘を繰り返しているが、未だに決着がつかないらしい。","

",J0#,,,,
316,316,よろめき歩く塊,Shambling mound,",",g,0,-1,FUNGUS,FUNGUS,VARIABLE,NONE,NONE,ORDINARY,NONE,NONE,18,2,50,75,0,0,0,0,200,NONE,NONE,-1,0,20,16,0,0,40,14,14,14,14,14,14,5,165,10,550,3,165,10,550,3,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"HIT:HURT:1d8
HIT:HURT:1d8",,,WILD_SWAMP|STUPID|EMPTY_MIND|OPEN_DOOR|BASH_DOOR|NO_CONF|NO_SLEEP|FEARLESS|SHRIEK,,　悪臭を振りまいて付近のものを目覚めさせながらはいずり回る、腐った植物の塊だ。,"A pile of rotting vegetation that slides towards you with a disgusting 
stench, waking all it nears.
",J0#,,,,
317,317,白鮫,White shark,l,W,0,-1,AQUARIC_MONSTER,AQUARIC_MONSTER,VARIABLE,NONE,NONE,ORDINARY,NONE,NONE,18,1,50,1982,400,386,0,0,200,NONE,NONE,-1,10,20,50,0,0,10,14,14,14,14,14,14,5,165,10,550,3,165,10,550,3,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"BITE:HURT:3d5
BITE:HURT:3d5",,,AQUATIC|WILD_ALL|RES_WATE,,　素早く動く深海のハンターだ。この怪物が動く時、水棲生物全てが恐怖する！,"Fast moving hunter of the depths, when this creature moves, 
everybody in water is in danger!

！","JZ#
JZ#某ロマ・サガシリーズをやってたら女性特効の技がこの類の敵に効いたんです。
JZ#だから『彼女』でス。　　　　　　　　　　by 閑丸",,,,
318,318,混沌の獣人,Chaos beastman,H,u,0,-1,BEASTMAN,BEASTMAN,VARIABLE,NONE,NONE,ORDINARY,NONE,NONE,18,2,50,1578,0,0,0,0,200,NONE,NONE,-1,0,20,50,0,0,30,14,14,14,14,14,14,5,165,10,550,3,165,10,550,3,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"HIT:CONFUSE:3d5
HIT:EXP_20:3d5",,,OPEN_DOOR|BASH_DOOR|NO_CONF|NO_SLEEP|IM_POIS|IM_FIRE|ATTR_ANY|ATTR_MULTI|EAT_CONF|EAT_DRAIN_EXP|EAT_INSANITY|MISSILE|BO_FIRE|CONF|ACTIVE_TELEPORT,,　カオスに歪められた、本当に忌まわしい存在で、何種類かの 生物の混ざった姿だ。,"A truly loathsome thing, twisted by chaos, it is a mixture 
of several different kinds of creature.

",JZ#,,,,
319,319,<スラーネッシュ>の女悪魔,Daemonette of Slaanesh,u,R,0,-1,IMP,IMP,VARIABLE,WARRIOR_MAGE,1140,ORDINARY,NONE,NONE,18,2,50,75,0,0,0,0,200,NONE,NONE,-1,10,20,50,0,0,30,14,14,14,14,14,14,5,165,10,550,3,165,10,550,3,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"CLAW:CONFUSE:3d5
CLAW:CONFUSE:3d5",,,OPEN_DOOR|BASH_DOOR|IM_COLD|NO_CONF|NO_SLEEP|IM_POIS|IM_FIRE|SCARE|S_DEMON|CAUSE_2|CONF|BO_FIRE|BO_COLD,,　下級の女性型悪魔で、概ね人間型をしているが、手の代わりに 蟹のようなハサミがある。かなりきわどいボロ皮のビキニを 着ていて、素早く動き、致命的な呪文を唱えてくる。,"It is minor female demon, vaguely human-like, but with crab-like 
pincers instead of hands. She wears a rather indecent skimpy 
leather bikini, moves quickly and casts deadly spells!


",JZ#,,,,
320,320,巨大ブロンズ・トンボ,Giant bronze dragon fly,F,U,0,-1,INSECT,INSECT,VARIABLE,NONE,NONE,ORDINARY,NONE,NONE,18,1,50,70,0,0,0,0,200,NONE,NONE,-1,10,12,20,0,0,50,14,14,14,14,14,14,5,165,10,550,3,165,10,550,3,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,,,,FORCE_SLEEP|NEVER_BLOW|RAND_50|RAND_25|CAN_FLY|WEIRD_MIND|BASH_DOOR|WILD_MOUNTAIN|NO_CONF|NO_SLEEP|BR_CONF,,"青銅の光沢を持った巨大なトンボで、その単調な羽音は人に眠気を
もよおさせる。","This vast gleaming bronze fly has wings which beat mesmerically fast.

",J0#,,,,
321,321,ストーン・ジャイアント,Stone giant,P,s,0,-1,GIANT,GIANT,VARIABLE,NONE,NONE,ORDINARY,NONE,NONE,18,1,50,90,20000,709,0,0,200,NONE,NONE,-1,0,20,75,0,0,50,14,14,14,14,14,14,5,165,10,550,3,165,10,550,3,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"HIT:HURT:3d8
HIT:HURT:3d8",,,TAKE_ITEM|OPEN_DOOR|BASH_DOOR|WILD_MOUNTAIN|EAT_GIVE_STR,,それは背丈が 5 メートル以上もあって、冒険者を見下ろしている。,"It is eighteen feet tall and looking at you.
 5 ",J0#,,,,
322,322,巨大黒トンボ,Giant black dragon fly,F,D,0,-1,INSECT,INSECT,VARIABLE,NONE,NONE,ORDINARY,NONE,NONE,18,2,50,68,0,0,0,0,200,NONE,NONE,-1,10,12,20,0,0,50,14,14,14,14,14,14,5,165,10,550,3,165,10,550,3,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,,,,FORCE_SLEEP|NEVER_BLOW|RAND_50|RAND_25|WEIRD_MIND|BASH_DOOR|CAN_FLY|WILD_SWAMP|IM_ACID|BR_ACID,,鳥ほどの大きさがあるトンボで、腐食性の酸をしたたらせている。,"The size of a large bird, this fly drips caustic acid.
",J0#,,,,
323,323,石ゴーレム,Stone golem,g,s,0,-1,HUMAN,HUMAN,VARIABLE,NONE,NONE,ORDINARY,NONE,NONE,19,2,50,100,0,0,0,0,200,NONE,NONE,-1,-10,12,75,0,0,10,14,14,14,14,14,14,5,165,10,550,3,165,10,550,3,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"HIT:HURT:1d10
HIT:HURT:1d10",,,GOLEM|COLD_BLOOD|BASH_DOOR|IM_FIRE|IM_COLD|IM_ELEC|IM_POIS|HURT_ROCK|NO_CONF|NO_SLEEP|FEARLESS|NONLIVING,,それは生命を吹き込まれた堂々たる石像だ。,"It is a massive animated statue.
",J0#,,,,
324,324,レッド・モルド,Red mold,m,r,0,-1,MOLD,MOLD,VARIABLE,NONE,NONE,ORDINARY,NONE,NONE,19,1,50,64,5000,711,0,0,200,NONE,NONE,-1,0,2,16,0,0,70,14,14,14,14,14,14,5,165,10,550,3,165,10,550,3,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,SPORE:FIRE:4d4,,,IM_FIRE|IM_POIS|CAN_SWIM|NO_CONF|NO_SLEEP|FEARLESS,,それはダンジョンの床に生えている奇妙な赤いカビで、炎に燃えているようだ。,"It is a strange red growth on the dungeon floor; it seems to burn with 
flame.
",J0#,,,,
325,325,巨大ゴールド・トンボ,Giant gold dragon fly,F,y,0,-1,INSECT,INSECT,VARIABLE,NONE,NONE,ORDINARY,NONE,NONE,18,2,50,78,0,0,0,0,200,NONE,NONE,-1,10,12,20,0,0,50,14,14,14,14,14,14,5,165,10,550,3,165,10,550,3,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,BITE:HURT:1d3,,,FORCE_SLEEP|RAND_50|RAND_25|WILD_MOUNTAIN|WEIRD_MIND|BASH_DOOR|IM_FIRE|RES_SOUN|CAN_FLY|BR_SOUN,,"激しくはばたく長い羽を持ち、光沢のある体をした昆虫だ。
やかましい羽音を部屋中に響かせている。","Large beating wings support this dazzling insect.  A loud buzzing noise 
pervades the air.

",J0#,,,,
326,326,スタンウォール,Stunwall,#,W,0,-1,MIMIC,MIMIC,VARIABLE,NONE,NONE,ORDINARY,NONE,NONE,18,5,50,50,0,0,0,0,200,NONE,NONE,-1,0,45,25,0,0,0,14,14,14,14,14,14,5,165,10,550,3,165,10,550,3,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"TOUCH:PARALYZE:10d1
TOUCH:PARALYZE:10d1",,,NEVER_MOVE|IM_COLD|COLD_BLOOD|IM_ACID|IM_ELEC|RES_SHAR|FEARLESS|IM_FIRE|IM_POIS|NO_CONF|NO_SLEEP|CHAR_MULTI|EMPTY_MIND|HURT_ROCK,,意識を持った壁の一部だ。,"A sentient section of wall.
",JZ#,,,,
327,327,ガースト,Ghast,z,U,0,-1,HUMAN,HUMAN,VARIABLE,NONE,NONE,ORDINARY,NONE,NONE,19,1,50,75,0,0,0,0,200,NONE,NONE,-1,0,40,40,0,0,20,14,14,14,14,14,14,5,165,10,550,3,165,10,550,3,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"KICK:HURT:3d3
KICK:HURT:9d1
BITE:HURT:6d2",,,ZOMBIE|NO_SLEEP|NO_CONF|IM_POIS|IM_COLD|COLD_BLOOD|HURT_LITE|RES_NETH|CAN_SWIM|ELDRITCH_HORROR|BASH_DOOR|OPEN_DOOR,,"カンガルーのような長い後脚で飛び跳ねるむかつくような生き物。奇妙
にも、その顔は鼻と額と「その他重要な特徴」が無い事を除けば人間に
似ている。","A repulsive being which leaps on long hind legs like a kangaroo. 
Its face is curiously human despite the absence of a nose, a 
forehead, and ""other important particulars"".


","JZ#
JZ#ガースト
JZ#Ｈ・Ｐ・ラヴクラフトの「幻夢境カダスを求めて」に登場。
JZ#カンガルーのように長い後脚で跳ねる生物です。 by 久留さん",,,,
328,328,イクシツザチトル・プリースト,Ixitxachitl priest,l,s,0,-1,MARFOLK,MARFOLK,VARIABLE,NONE,NONE,ORDINARY,NONE,NONE,19,1,50,2311,0,0,0,0,200,NONE,NONE,-1,0,20,40,0,0,20,14,14,14,14,14,14,5,165,10,550,3,165,10,550,3,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"STING:POISON:2d7
STING:POISON:2d7",,,AQUATIC|IM_POIS|RES_WATE|WILD_ALL|TELE_TO|HEAL|SCARE|CAUSE_2|BLIND|S_MONSTER,,深海に棲む悪魔のエイで、僧侶の呪文を使う。,"A devil ray of the depths, with priestly magic.
",,,,,
329,329,フオルン,Huorn,#,g,0,-1,ENT,ENT,VARIABLE,NONE,NONE,ORDINARY,NONE,NONE,19,1,50,75,15000,708,0,0,200,NONE,NONE,-1,0,40,45,0,0,20,14,14,14,14,14,14,5,165,10,550,3,165,10,550,3,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"CRUSH:HURT:3d6
CRUSH:HURT:3d6
CRUSH:HURT:3d6
CRUSH:HURT:3d6",,,NO_SLEEP|NO_CONF|WEIRD_MIND|RES_WATE|IM_COLD|HURT_FIRE|NEVER_MOVE|WILD_ONLY|WILD_WOOD|BLINK|TELE_TO,,"非常に強い、半ば意識を持った樹で、人間の形をした生物に敵意を抱くように
なっている。もとはエントだったといわれている。","A very strong near-sentient tree, which has become hostile 
to humanoid forms of life.

",JZ#,,,,
330,330,オークの土侯『ボルグ』,"Bolg, Lord of the Ork",o,R,0,-1,ORC,ORC,0x02,PALADIN,NONE,NIMBLE,NONE,NONE,42,4,50,8500,0,0,0,0,200,NONE,NONE,0,5,20,0,0,0,20,24,15,22,20,20,14,5,221,0,1210,0,0,0,0,0,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"HIT:HURT:3d6
HIT:HURT:3d6
HIT:HURT:3d6
HIT:HURT:3d6",,,UNIQUE|CAN_SPEAK|EAT_POISONOUS|OPEN_DOOR|BASH_DOOR|IM_POIS|RES_DARK,,"オークの王アゾグの一人息子であるボルグは父親をもしのぐ武勇の持ち主だ。
指揮官としては浅慮過ぎると父親にたしなめられているが、
良かれ悪しかれその問題を力づくで克服している。","

",J0#,,,,
331,331,フェイズ・スパイダー,Phase spider,S,B,0,-1,SPIDER,SPIDER,VARIABLE,NONE,NONE,ORDINARY,NONE,NONE,20,2,50,60,0,0,0,0,200,NONE,NONE,-1,10,15,25,0,0,80,14,14,14,14,14,14,5,230,20,1120,10,230,20,120,10,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"BITE:HURT:1d8
BITE:POISON:1d6
BITE:POISON:1d6",,,FRIENDS|WILD_WOOD|WEIRD_MIND|BASH_DOOR|CAN_SWIM|IM_POIS|RES_TELE|BLINK|TELE_TO,,"一カ所に見定めることのできない蜘蛛だ。姿を一瞬見たかと思うと、次の瞬間には
消え失せていて、はっきりと姿を捉えることができない。","A spider that never seems quite there.  Everywhere you look it is just 
half-seen in the corner of one eye.

",J0#,,,,
332,332,リザードキング,Lizard king,h,R,0,-1,LIZARDMAN,LIZARDMAN,VARIABLE,NONE,NONE,ORDINARY,NONE,NONE,20,3,50,150,0,0,0,0,200,NONE,NONE,-1,10,20,40,0,0,20,14,14,14,14,14,14,5,165,10,550,3,165,10,550,3,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"HIT:HURT:5d5
HIT:HURT:5d5
WAIL:TERRIFY",,,CAN_SWIM|IM_ACID|IM_POIS|WILD_SHORE|OPEN_DOOR|BASH_DOOR,,彼はリザードマン達の王だ。,"A lizardman leader.
",JZ#,,,,
333,333,地雷,Landmine,0,w,0,-1,MIMIC,MIMIC,VARIABLE,NONE,NONE,ORDINARY,NONE,NONE,20,5,50,50,0,0,0,0,200,NONE,NONE,-1,0,30,25,0,0,10,14,14,14,14,14,14,5,165,10,550,3,165,10,550,3,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,EXPLODE:HURT:25d2,,,CHAR_CLEAR|ATTR_CLEAR|NEVER_MOVE|EMPTY_MIND|INVISIBLE|COLD_BLOOD|NO_CONF|NO_SLEEP|FEARLESS,,それは侵入者に対して使用するために置かれている。,"It was left here to be used against intruders.
",JZ#,,,,
334,334,ワイバーン,Wyvern,d,G,0,-1,DRAGON,DRAGON,VARIABLE,NONE,NONE,ORDINARY,NONE,NONE,18,2,50,360,0,0,0,0,200,NONE,NONE,-1,10,20,65,0,0,20,18,12,12,16,17,11,5,350,15,4700,3,350,15,4700,3,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"BITE:HURT:2d6
BITE:HURT:2d6
BITE:HURT:2d6
STING:POISON:1d6",,,FORCE_SLEEP|IM_POIS|CAN_FLY|OPEN_DOOR|BASH_DOOR|MOVE_BODY|WILD_WOOD|WILD_MOUNTAIN|RIDING|EAT_POISONOUS,,"それは素早く動く危険なドラゴンのような生き物だ、
その毒爪には気をつけろ！","A fast-moving and deadly dragonian animal. Beware its poisonous sting!

！","JZ#
JZ#(コメント)訳は 紫月閑丸さん",,,,
335,335,大鷲,Great eagle,B,u,0,-1,BIRD,BIRD,VARIABLE,NONE,NONE,ORDINARY,NONE,NONE,35,2,50,450,0,0,0,0,200,NONE,NONE,0,25,20,65,0,0,20,17,17,17,17,17,17,5,165,10,550,3,165,10,550,3,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"CLAW:HURT:6d3
CLAW:HURT:6d3
BITE:HURT:3d6",,,CAN_FLY|WILD_ONLY|WILD_MOUNTAIN|WILD_VOLCANO|RIDING|ACROBAT,,"マンウェに遣わされた偉大な大鷲は人の言葉を話し、
マイアールと同じ魂を持っていると言われる。
この大鷲はその一族の一員である。","An agent of supernatural beings, this creature looks like a 
huge eagle.


","JZ#
D:この生き物はなにか超自然的な存在の使いだ。 
D:そしてそれは大きなワシのように見える。",,,,
336,336,動く岩,Livingstone,#,W,0,-1,MIMIC,MIMIC,VARIABLE,NONE,NONE,ORDINARY,NONE,NONE,20,4,50,30,700,448,0,0,200,NONE,NONE,-1,0,45,28,0,0,20,14,14,14,14,14,14,5,165,10,550,3,165,10,550,3,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"HIT:HURT:2d5
HIT:HURT:2d5",,,MULTIPLY|NEVER_MOVE|IM_COLD|COLD_BLOOD|IM_ACID|IM_ELEC|FEARLESS|IM_FIRE|IM_POIS|NO_CONF|NO_SLEEP|FRIENDS|CHAR_MULTI|HURT_ROCK|RES_SHAR,,意識を持った壁の一部だ。,"A sentient section of wall.
",JZ#,,,,
337,337,アース・ハウンド,Earth hound,Z,u,0,-1,ZEPHYR_HOUND,ZEPHYR_HOUND,VARIABLE,NONE,NONE,ORDINARY,NONE,NONE,17,1,50,180,0,0,0,0,200,NONE,NONE,-1,0,30,30,0,0,0,15,12,12,17,11,13,5,165,10,550,3,165,10,550,3,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"BITE:HURT:1d8
BITE:HURT:1d8
CLAW:HURT:3d3
CLAW:HURT:3d3",,,FORCE_SLEEP|FRIENDS|BASH_DOOR|HURT_ROCK|RES_SHAR|BR_SHAR,,"水晶のような美しい姿をしているが、一目見ればこのハウンドが危険な存在である
ことは明らかだ。それが近づいてくると、冒険者の体は興奮でゾクゾクとし
てくる。","A beautiful crystalline shape does not disguise the danger this hound 
clearly presents.  Your flesh tingles as it approaches.


",J0#,,,,
338,338,エア・ハウンド,Air hound,Z,B,0,-1,ZEPHYR_HOUND,ZEPHYR_HOUND,VARIABLE,NONE,NONE,ORDINARY,NONE,NONE,17,1,50,180,0,0,0,0,200,NONE,NONE,-1,0,30,30,0,0,0,15,12,12,17,11,13,5,165,10,550,3,165,10,550,3,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"BITE:HURT:1d8
BITE:HURT:1d8
CLAW:HURT:3d3
CLAW:HURT:3d3",,,FORCE_SLEEP|FRIENDS|CAN_FLY|BASH_DOOR|IM_POIS|BR_POIS,,"渦巻く蒸気を体にまといながら、まるで空気の上を歩くかのように、宙を浮いて近づ
いてくる野獣だ。有害なガスが冒険者の喉を刺激する。","Swirling vapours surround this beast as it floats towards you, seemingly 
walking on air.  Noxious gases sting your throat.

",J0#,,,,
339,339,サーベル・タイガー,Sabre-tooth tiger,f,y,0,-1,FELINE,FELINE,VARIABLE,NONE,NONE,ORDINARY,NONE,NONE,20,2,50,120,0,0,0,0,200,NONE,NONE,-1,10,40,50,0,0,0,14,14,14,14,14,14,5,165,10,550,3,165,10,550,3,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"CLAW:HURT:1d10
CLAW:HURT:1d10
BITE:HURT:1d10
BITE:HURT:1d10",,,BASH_DOOR|WILD_WOOD|WILD_GRASS|EAT_SPEED,,"どう猛で危険なネコであり、その巨大な牙と鋭い爪は最強の鎧でさえも切り
裂いてしまう。","A fierce and dangerous cat, its huge tusks and sharp claws would lacerate 
even the strongest armour.

",J0#,,,,
340,340,ウォーター・ハウンド,Water hound,Z,b,0,-1,ZEPHYR_HOUND,ZEPHYR_HOUND,VARIABLE,NONE,NONE,ORDINARY,NONE,NONE,17,2,50,200,0,0,0,0,200,NONE,NONE,-1,0,30,30,0,0,0,15,12,12,17,11,13,5,165,10,550,3,165,10,550,3,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"BITE:ACID:2d8
BITE:ACID:2d8
CLAW:HURT:3d3
CLAW:HURT:3d3",,,FORCE_SLEEP|FRIENDS|BASH_DOOR|CAN_SWIM|IM_ACID|BR_ACID,,"しめった足跡を残しながらダンジョンを徘徊する犬だ。その毛皮からは刺激的な
酸の匂いが立ち昇っている。","Liquid footprints follow this hound as it pads around the dungeon.  An 
acrid smell of acid rises from the dog's pelt.

",J0#,,,,
341,341,キメラ,Chimera,H,y,0,-1,QUADRUPED,QUADRUPED,VARIABLE,NONE,NONE,ORDINARY,NONE,NONE,20,1,50,4200,800,433,0,0,200,NONE,NONE,-1,0,12,15,0,0,10,14,14,14,14,14,14,5,165,10,550,3,165,10,550,3,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"BITE:HURT:1d10
BITE:FIRE:1d3
BITE:FIRE:1d3",,,FORCE_SLEEP|CAN_FLY|BASH_DOOR|WILD_MOUNTAIN|IM_FIRE|RIDING|BR_FIRE,,"ライオンとドラゴンと山羊が混じったような奇妙な生物だ。ひじょうに変わった
外見をしていて、近寄りがたい雰囲気がある。","It is a strange concoction of lion, dragon and goat.  It looks very odd 
but very avoidable.

",J0#,,,,
