"ID","NAME","E_NAME","SYM","COL","RACE1","RACE2","SEX","CLASS","PATRON","CHARA","RELM1","RELM2","LEV","RARE","Z","EXP","N_EXP","N_MIN","AGE","SC","FATHER","MOTHER","DV","SP","VIS","AC","ALERT","STR","INT","WIS","DEX","CON","CHA","M_HB","M_HM","M_WB","M_WM","F_HB","F_HM","F_WB","F_WM","BATTLE","UNDERLING","ARTIFACT","FLAG","ACTION","AUTHORITY","DESCRIPTION","E_DESCRIPTION","COMMENT",,,,,
352,"ミミック(巻物)","Scroll mimic","?","w","MIMIC","MIMIC","0x01","NONE","NONE","NONE",0,0,21,3,0,60,0,0,0,0,"NONE","NONE",-1,110,30,40,0,14,14,14,14,14,14,165,10,55,3,165,10,55,3,"HIT:POISON:3d4
HIT:POISON:3d4
HIT:HURT:2d3
HIT:HURT:2d3",,,"CHAR_MULTI|FORCE_SLEEP|NEVER_MOVE|COLD_BLOOD|NO_CONF|NO_SLEEP|NO_FEAR","1_IN_5|BLIND|CONF|SCARE|CAUSE_2|BO_FIRE|S_MONSTER",,"放置されたアイテムに化けている奇妙な生物で、愚かな冒険者がその毒のある
爪の射程距離に入るのを待ちかまえている。","A strange creature that disguises itself as discarded objects to lure 
unsuspecting adventurers within reach of its venomous claws.

","JZ#",,,,,
353,"ミミック(箱)","Chest mimic","&","W","MIMIC","MIMIC","0x01","NONE","NONE","NONE",0,0,21,6,0,70,0,0,0,0,"NONE","NONE",-1,110,30,40,0,14,14,14,14,14,14,165,10,55,3,165,10,55,3,"GAZE:CONFUSE:2d3
CLAW:POISON:3d4
CLAW:POISON:3d4
SPIT:BLIND:2d3",,,"CHAR_MULTI|FORCE_SLEEP|NEVER_MOVE|COLD_BLOOD|NO_CONF|NO_SLEEP|NO_FEAR","1_IN_5|BLIND|CONF|SCARE|CAUSE_2|BA_POIS|S_MONSTER",,"放置された箱に化けている奇妙な生物で
愚かな冒険者がその毒のある爪の射程に入るのを待ち構えている。","A strange creature that disguises itself as a chest to lure 
unsuspecting adventurers within reach of its venomous claws.

","JZ#",,,,,
354,"ファイア・ボルテックス","Fire vortex","v","r","VORTEX","VORTEX","0x01","NONE","NONE","NONE",0,0,21,1,0,100,0,0,0,0,"NONE","NONE",-1,110,100,30,0,14,14,14,14,14,14,165,10,55,3,165,10,55,3,"ENGULF:FIRE:3d3",,,"FORCE_SLEEP|RAND_50|CAN_FLY|WILD_VOLCANO|WILD_ALL|SELF_LITE_2|EMPTY_MIND|BASH_DOOR|POWERFUL|AURA_FIRE|HURT_COLD|IM_FIRE|NO_FEAR|NO_CONF|NO_SLEEP|NO_STUN|NONLIVING","1_IN_6|BR_FIRE",,"グルグルと回って燃えさかる火炎の渦巻きだ。","A whirling maelstrom of fire.
","J0#",,,,,
355,"ウォーター・ボルテックス","Water vortex","v","b","VORTEX","VORTEX","0x01","NONE","NONE","NONE",0,0,21,1,0,100,0,0,0,0,"NONE","NONE",-1,110,100,30,0,14,14,14,14,14,14,165,10,55,3,165,10,55,3,"ENGULF:ACID:3d3",,,"FORCE_SLEEP|RAND_50|EMPTY_MIND|BASH_DOOR|POWERFUL|CAN_FLY|IM_ACID|NO_FEAR|NO_CONF|NO_SLEEP|NO_STUN|NONLIVING","1_IN_6|BR_ACID",,"回転する腐食性の水の渦巻きだ。","A caustic spinning whirlpool of water.
","J0#",,,,,
356,"アイゼンガルドの斬込隊長『ルグドゥシュ』","Lugdush, Assult Leader of Isengald","o","b","URUK","URUK","0x02","WARRIOR","NONE",5,0,0,51,3,0,10500,0,0,0,0,"NONE","NONE",1,110,20,0,20,27,15,16,24,23,22,254,0,176,0,0,0,0,0,"HIT:HURT:3d8
HIT:HURT:3d8
HIT:HURT:3d5
HIT:HURT:3d5",,,"UNIQUE|CAN_SPEAK|FORCE_MAXHP|DROP_SKELETON|DROP_CORPSE|ESCORT|EAT_POISONOUS|ONLY_ITEM|DROP_1D2|DROP_GOOD|OPEN_DOOR|BASH_DOOR|IM_FIRE|IM_COLD|IM_POIS|RES_DARK|NO_CONF|NO_SLEEP",,,"彼はアイゼンガルドのウルク軍団の中でも極めつけの武勇と凶暴さで知られる隊長だ。
多くのウルクの上将の場合、対峙した者だけが死を覚悟しなければならないが、
彼の場合は周囲の敵も味方も死を覚悟しなければならない。","

","J0#",,,,,
357,"アーチ=ヴァイル","Arch-vile","u","W","IMP","IMP","0x01","WARRIOR_MAGE","NONE","NONE",0,0,21,1,0,300,0,0,0,0,"NONE","NONE",-1,125,100,30,0,14,14,14,14,14,14,165,10,55,3,165,10,55,3,"CLAW:HURT:3d9
CLAW:HURT:3d9",,,"RAND_50|FORCE_SLEEP|FORCE_MAXHP|OPEN_DOOR|BASH_DOOR|COLD_BLOOD|IM_FIRE|RES_NETH|NO_CONF|NO_SLEEP|NONLIVING|NO_STUN","1_IN_3|BA_FIRE|ANIM_DEAD",,"青白い死体のような下級悪魔で、非常に素早く動き回り、
そこらじゅうに悪を生み出す。","A pale, corpse-like lesser demon, who moves very fast and spawns evil 
everywhere.

","JZ#",,,,,
358,"コールド・ボルテックス","Cold vortex","v","W","VORTEX","VORTEX","0x01","NONE","NONE","NONE",0,0,21,1,0,100,0,0,0,0,"NONE","NONE",-1,110,100,30,0,14,14,14,14,14,14,165,10,55,3,165,10,55,3,"ENGULF:COLD:3d3",,,"FORCE_SLEEP|RAND_50|AURA_COLD|COLD_BLOOD|EMPTY_MIND|BASH_DOOR|POWERFUL|CAN_FLY|HURT_FIRE|IM_COLD|NO_FEAR|NO_CONF|NO_SLEEP|NO_STUN|NONLIVING","1_IN_6|BR_COLD",,"回転する冷気の渦巻きだ。","A twisting whirlpool of frost.
","J0#",,,,,
359,"エナジー・ボルテックス","Energy vortex","v","y","VORTEX","VORTEX","0x01","NONE","NONE","NONE",0,0,21,1,0,130,0,0,0,0,"NONE","NONE",-1,110,100,30,0,14,14,14,14,14,14,165,10,55,3,165,10,55,3,"ENGULF:ELEC:5d5",,,"FORCE_SLEEP|RAND_50|CAN_FLY|SELF_LITE_2|EMPTY_MIND|BASH_DOOR|POWERFUL|AURA_ELEC|IM_ELEC|NO_FEAR|NO_CONF|NO_SLEEP|NO_STUN|NONLIVING","1_IN_6|BR_ELEC",,"光を放つ空気の竜巻で、その回りには火花が閃光を発している。","A shimmering tornado of air, sparks crackle along its length.
","J0#",,,,,
360,"フグ","Globefish","l","w","AQUARIC_MONSTER","AQUARIC_MONSTER","0x01","NONE","NONE","NONE",0,0,21,1,0,4312,0,0,0,0,"NONE","NONE",-1,110,20,30,30,14,14,14,14,14,14,165,10,55,3,165,10,55,3,"BITE:POISON:5d5
BITE:POISON:5d5",,,"WEIRD_MIND|BASH_DOOR|AQUATIC|IM_POIS|RES_WATE|NO_STUN|WILD_ALL|FORCE_MAXHP","1_IN_7|BR_POIS",,"その丸っこい魚は水中で最も強い毒を持つ奴だ。","This cute fish is among the most poisonous creatures there are.
","JZ#",,,,,
361,"キャリオン","Carrion","B","W","BIRD","BIRD","0x01","NONE","NONE","NONE",0,0,15,1,0,50,0,0,0,0,"NONE","NONE",-1,115,20,50,50,14,14,14,14,14,14,165,10,55,3,165,10,55,3,"CLAW:HURT:4d3
CLAW:HURT:4d3
BITE:HURT:4d3",,,"FORCE_MAXHP|CAN_FLY|COLD_BLOOD|OPEN_DOOR|BASH_DOOR|RIDING|NO_CONF|NO_SLEEP|NO_FEAR|IM_ACID|IM_FIRE|IM_POIS|RES_NETH",,,"ミイラ化したアンデッドの飛行生物で、強力なアンデッドモンスターに乗物として
仕えている。","A mummified, undead great avian creature, who now serves as 
a steed for mighty undead creatures.

","JZ#
JZ#carrion:腐肉 と carry on の意味があるのかな？",,,,,
362,"ミイラ・オーク","Mummified orc","z","u","HUMAN","HUMAN","0x01","NONE","NONE","NONE",0,0,21,1,0,56,0,0,0,0,"NONE","NONE",-1,110,20,28,75,14,14,14,14,14,14,165,10,55,3,165,10,55,3,"HIT:HURT:2d4
HIT:HURT:2d4",,,"ZOMBIE|DROP_90|WEIRD_MIND|COLD_BLOOD|OPEN_DOOR|BASH_DOOR|IM_COLD|IM_POIS|RES_NETH|RES_DARK|NO_CONF|NO_SLEEP|NO_FEAR",,,"体中を包帯で覆われたオーク型のモンスターだ。","It is an orcish figure covered in wrappings.
","J0#",,,,,
363,"シャチ","Killer whale","l","w","AQUARIC_MONSTER","AQUARIC_MONSTER","0x01","NONE","NONE","NONE",0,0,22,1,0,10023,0,0,0,0,"NONE","NONE",-1,115,12,55,30,14,14,14,14,14,14,165,10,55,3,165,10,55,3,"BITE:HURT:8d3
BITE:HURT:8d3",,,"AQUATIC|WILD_OCEAN|RES_WATE",,,"それはとても美しいと同時に危険な獣だ。","An almost beautiful, deadly beast.
","JZ#
JZ#(コメント)訳は 閑丸さん",,,,,
364,"蛇人間","Serpent man","J","g","HUMAN","HUMAN","0x01","NONE","NONE","NONE",0,0,22,3,0,75,0,0,0,0,"NONE","NONE",-1,115,20,40,20,14,14,14,14,14,14,165,10,55,3,165,10,55,3,"BITE:POISON:5d5
BITE:POISON:5d5",,,"CAN_SWIM|IM_POIS|IM_ACID|HAS_LITE_2|DROP_60|DROP_1D2|FRIENDS|DROP_CORPSE|OPEN_DOOR|BASH_DOOR|EAT_POISONOUS","1_IN_8|BA_POIS|S_MONSTER|SCARE|HOLD",,"「蛇人間たちはしなやかに動き、哺乳類に進化する以前の器官でもって
直立したが、まだらで無毛の体は驚くほどしなやかだった。蛇人間たち
があちこちを歩きまわっているあいだ、呪文を唱えるようなしゅうしゅ
ういう音がたえまなくつづいていた」
(クラーク・アシュトン・スミス、池田勝子訳「七つの呪い」
『クトゥルー４』、青心社文庫、p.128)","""They walked lithely and sinnously erect on pre-mammalian 
members, their pied and hairless bodies bending with great 
suppleness. There was a loud hissing of formulae as they 
went to and fro.""




(
４p.128)","JZ#
JZ#蛇人間
JZ#ロバート・Ｅ・ハワードのヴァルーシアのカル王シリーズの一篇「影の
JZ#王国」に登場。
JZ#人類の誕生以前から高い文明を有していた種族という事になっています。
JZ#by 久留さん",,,,,
365,"吸血霧","Vampiric mist","#","D","MIMIC","MIMIC","0x01","NONE","NONE","NONE",0,0,22,1,0,40,0,0,0,0,"NONE","NONE",-1,110,12,55,10,14,14,14,14,14,14,165,10,55,3,165,10,55,3,"ENGULF:EXP_VAMP:2d6",,,"RAND_25|IM_COLD|IM_POIS|IM_ACID|RES_NETH|WILD_SWAMP|EMPTY_MIND|COLD_BLOOD|FRIENDS",,,"意識を持った邪悪な霧だ。","A cloud of evil, sentient mist.
","JZ#",,,,,
366,"殺人クワガタ","Killer stag beetle","K","s","INSECT","INSECT","0x01","NONE","NONE","NONE",0,0,22,1,0,80,0,0,0,0,"NONE","NONE",-1,110,12,55,30,14,14,14,14,14,14,165,10,55,3,165,10,55,3,"CLAW:HURT:1d12
CLAW:HURT:1d12",,,"RAND_25|WILD_ALL|DROP_CORPSE|WEIRD_MIND|BASH_DOOR|CAN_FLY",,,"それは恐ろしげなハサミを持った巨大なクワガタだ。","It is a giant beetle with vicious claws.
","J0#",,,,,
367,"鉄ゴーレム","Iron golem","g","W","GOLEM","GOLEM","0x01","NONE","NONE","NONE",0,0,22,2,0,160,0,0,0,0,"NONE","NONE",-1,110,12,80,10,14,14,14,14,14,14,165,10,55,3,165,10,55,3,"HIT:HURT:1d12",,,"FORCE_SLEEP|COLD_BLOOD|BASH_DOOR|IM_FIRE|IM_COLD|IM_ELEC|IM_POIS|NO_CONF|NO_SLEEP|NO_FEAR|NONLIVING","1_IN_7|SLOW",,"それは堂々たる金属の巨像で、大きな足音を響かせて近づいてくる。","It is a massive metal statue that moves steadily towards you.
","J0#",,,,,
368,"オート・ローラー","Auto-roller","g","s","GOLEM","GOLEM","0x01","NONE","NONE","NONE",0,0,22,2,0,230,0,0,0,0,"NONE","NONE",-1,120,10,80,12,14,14,14,14,14,14,165,10,55,3,165,10,55,3,"CRUSH:HURT:1d8
CRUSH:HURT:1d8
CRUSH:HURT:1d8
CRUSH:HURT:1d8",,,"FORCE_SLEEP|RES_TELE|COLD_BLOOD|BASH_DOOR|IM_FIRE|IM_COLD|IM_ELEC|IM_POIS|NO_FEAR|NO_CONF|NO_SLEEP|NONLIVING",,,"トゲのついた巨大なローラーのように見え、転がりながらあなたに向かってくる。","It looks like a huge spiked roller, moving on its own towards you.
","JZ#",,,,,
369,"巨大黄サソリ","Giant yellow scorpion","S","y","SPIDER","SPIDER","0x01","NONE","NONE","NONE",0,0,22,1,0,60,700,524,0,0,"NONE","NONE",-1,110,12,38,20,14,14,14,14,14,14,165,10,55,3,165,10,55,3,"BITE:HURT:1d8
STING:POISON:2d5",,,"WEIRD_MIND|BASH_DOOR|WILD_ALL|DROP_SKELETON",,,"それは鋭い刺を持った巨大なサソリだ。","It is a giant scorpion with a sharp stinger.
","J0#",,,,,
370,"緑衣の修行僧","Jade monk","p","G","HUMAN","HUMAN","0x01","MONK","NONE","NONE",0,0,30,2,0,800,0,0,0,0,"NONE","NONE",-1,120,30,0,10,16,16,16,16,16,16,165,10,55,3,165,10,55,3,"KICK:SUPERHURT:5d2
HIT:SUPERHURT:5d1
KICK:SUPERHURT:5d5
HIT:SUPERHURT:5d1",,,"DROP_60|DROP_1D2|OPEN_DOOR|BASH_DOOR|IM_ELEC|HAS_LITE_2|IM_FIRE|IM_COLD|IM_POIS|NO_FEAR|NO_CONF|NO_SLEEP|DROP_CORPSE|DROP_SKELETON","1_IN_6|BO_ELEC",,"緑色の法衣を身に纏った、拳法に熟練した修行僧だ。","A green-garbed monk, trained in martial arts.
",,,,,,
371,"ブラック・ウーズ","Black ooze","j","D","JELLY","JELLY","0x01","NONE","NONE","NONE",0,0,23,1,0,7,1000,626,0,0,"NONE","NONE",-1,90,10,6,1,14,14,14,14,14,14,100,30,100,3,100,30,100,3,"TOUCH:ACID:2d6",,,"RAND_50|DROP_60|STUPID|EMPTY_MIND|MULTIPLY|CAN_SWIM|TAKE_ITEM|KILL_BODY|OPEN_DOOR|BASH_DOOR|IM_POIS|NO_FEAR|VARIABLE_SIZE_EGO","1_IN_11|DRAIN_MANA",,"それは奇妙に動く泥のようなものだ。","It is a strangely moving puddle.
","J0#",,,,,
372,"重装備戦士","Hardened warrior","p","u","HUMAN","HUMAN","0x01","NONE","NONE","NONE",0,0,23,1,0,60,2500,532,0,0,"NONE","NONE",-1,110,20,0,40,14,14,14,14,14,14,170,0,60,0,160,0,50,0,"HIT:HURT:3d5
HIT:SUPERHURT:3d5",,,"HAS_LITE_2|DROP_1D2|TAKE_ITEM|OPEN_DOOR|BASH_DOOR|DROP_SKELETON|DROP_CORPSE",,,"傷だらけの戦士で、自信に満ちた足どりで歩んでいる。","A scarred warrior who moves with confidence.
","J0#",,,,,
373,"オークの土侯『アゾグ』","Azog, Lord of the Ork","o","r","ORC","ORC","0x02","PALADIN","NONE",1,0,0,44,5,0,9500,0,0,0,0,"NONE","NONE",0,120,20,0,20,22,18,19,18,21,17,215,0,113,0,0,0,0,0,"HIT:HURT:10d5
HIT:HURT:10d5
HIT:HURT:10d5",,,"UNIQUE|CAN_SPEAK|FORCE_MAXHP|DROP_SKELETON|DROP_CORPSE|ESCORT|ESCORTS|EAT_POISONOUS|ONLY_ITEM|DROP_2D2|DROP_GOOD|OPEN_DOOR|BASH_DOOR|IM_POIS|RES_DARK",,,"彼は硬軟絡めた統治と武勲の誉れ高きオークの王侯だ。
西の地でドワーフの部族を幾度となく蹂躙してきたため
悪鬼の名としても知られている。","

","J0#",,,,,
374,"<コーン>の腐肉犬","Fleshhound of Khorne","C","R","CANINE","CANINE","0x01","NONE",1138,"NONE",0,0,23,3,0,150,0,0,0,0,"NONE","NONE",-1,120,15,30,70,14,14,14,14,14,14,312,0,390,0,312,0,390,0,"CLAW:HURT:4d1
CLAW:HURT:4d1
BITE:HURT:6d1
BITE:HURT:6d1",,,"BASH_DOOR|NO_STUN|NO_FEAR|IM_FIRE|NO_SLEEP|NO_CONF|RES_NETH|RES_NEXU|RES_DISE|RES_PLAS",,,"不快な犬形の生物で、爬虫類のような頭部をした悪魔の猟犬だ。","A revolting canine creature, a huge demon hound with a somewhat 
reptilian head.
","JZ#",,,,,
375,"ダークエルフ・ワーロック","Dark elven warlock","h","v","DARK_ELF","DARK_ELF","0x01","MAGE","NONE","NONE",0,0,23,1,0,75,20000,657,0,0,"NONE","NONE",-1,120,20,16,20,14,14,14,14,14,14,170,0,60,0,160,0,50,0,"HIT:HURT:1d6
HIT:HURT:1d6",,,"FORCE_SLEEP|EAT_MANA|EAT_GIVE_INT|EAT_LOSE_STR|EAT_LOSE_CON|ONLY_ITEM|DROP_1D2|DROP_SKELETON|DROP_CORPSE|OPEN_DOOR|BASH_DOOR|FRIENDS|IM_POIS|RES_DARK|HURT_LITE","1_IN_5|CONF|MISSILE|DARKNESS|BO_MANA",,"ダークエルフのメイジでその呪文は恐ろしく破壊的な力を秘めている。","A dark elven mage with spells of frightening destructive power.
","JZ#
JZ#(コメント)訳は 紫月閑丸さん",,,,,
376,"大盗賊","Master rogue","p","D","HUMAN","HUMAN","0x01","ROGUE","NONE","NONE",0,0,23,2,0,110,2500,516,0,0,"NONE","NONE",-1,120,20,0,40,14,14,14,14,14,14,170,0,60,0,160,0,50,0,"HIT:HURT:2d8
HIT:HURT:2d8
HIT:EAT_GOLD:4d4",,,"DROP_SKELETON|DROP_CORPSE|DROP_2D2|EAT_GIVE_DEX|EAT_LOSE_WIS|TAKE_ITEM|OPEN_DOOR|BASH_DOOR",,,"強い力を持った泥棒で、すばしっこく動く。","A thief of great power and shifty speed.
","J0#
J0#
J0#(コメント)
J0# この呼び名は felicia.x さんの考案です
J0#",,,,,
377,"レッド・ドラゴンバット","Red dragon bat","b","r","BAT","BAT","0x01","NONE","NONE","NONE",0,0,23,1,0,2982,2000,484,0,0,"NONE","NONE",-1,130,12,28,50,14,14,14,14,14,14,35,2,6,1,35,2,6,1,"BITE:FIRE:1d3",,,"FORCE_SLEEP|RAND_50|SELF_LITE_1|BASH_DOOR|CAN_FLY|DROP_CORPSE|EAT_FIRE_RES|IM_FIRE","1_IN_4|BR_FIRE",,"鋭い尻尾を持ったコウモリで、体の回りには火炎が渦巻いている。","It is a sharp-tailed bat, wreathed in fire.
","J0#",,,,,
378,"ホワイト・キラービートル","Killer white beetle","K","w","INSECT","INSECT","0x01","NONE","NONE","NONE",0,0,23,1,0,85,1000,421,0,0,"NONE","NONE",-1,110,14,55,30,14,14,14,14,14,14,170,0,60,0,160,0,50,0,"BITE:HURT:4d5",,,"RAND_25|WEIRD_MIND|BASH_DOOR|WILD_ALL|DROP_CORPSE|CAN_FLY",,,"それは生け贄を探している。","It is looking for prey.
","J0#",,,,,
379,"アイス・スケルトン","Ice skeleton","s","w","HUMAN","HUMAN","0x01","NONE","NONE","NONE",0,0,23,1,0,70,0,0,0,0,"NONE","NONE",-1,110,20,34,60,14,14,14,14,14,14,170,0,60,0,160,0,50,0,"CLAW:COLD:2d3
CLAW:COLD:2d3",,,"SKELETON|ONLY_ITEM|DROP_90|COLD_BLOOD|OPEN_DOOR|BASH_DOOR|IM_COLD|IM_POIS|RES_NETH|NO_CONF|NO_SLEEP|NO_FEAR",,,"それは冷気に覆われた骸骨だ。","It is a skeleton covered in frost.
","JZ#",,,,,
380,"ウンバールの『アンガマイテ』","Angamaite of Umbar","p","u","DUNADAN","DUNADAN","0x02","ROGUE","NONE","NONE",0,0,24,2,0,400,0,0,0,0,"NONE","NONE",-1,110,25,0,25,14,14,14,14,14,14,170,0,60,0,160,0,50,0,"HIT:HURT:4d6
HIT:HURT:4d6
HIT:HURT:4d6
HIT:HURT:4d6",,,"UNIQUE|CAN_SPEAK|DROP_SKELETON|DROP_CORPSE|FORCE_SLEEP|FORCE_MAXHP|ONLY_ITEM|DROP_90|DROP_1D2|DROP_GOOD|OPEN_DOOR|BASH_DOOR|IM_FIRE|IM_ELEC|NO_CONF|NO_SLEEP","1_IN_4|SLOW|FORGET",,"西方国の人間を忌み嫌っている黒きヌメノール人だ。","A Black Numenorean who hates the men of the west.
","J0#",,,,,
381,"コウコ","Kouko","W","G","WRAITH","WRAITH","0x01","NONE","NONE","NONE",0,0,24,1,0,140,1000,416,0,0,"NONE","NONE",-1,110,20,30,30,14,14,14,14,14,14,170,0,60,0,160,0,50,0,"HIT:HURT:1d6
HIT:HURT:1d6
TOUCH:EXP_20",,,"FORCE_SLEEP|RAND_25|DROP_60|DROP_90|COLD_BLOOD|OPEN_DOOR|BASH_DOOR|CAN_FLY|IM_COLD|IM_POIS|RES_NETH|RES_DARK|HURT_LITE|NO_CONF|NO_SLEEP","1_IN_10|SCARE|DRAIN_MANA",,"それは人間のような姿をした幽霊だ。","It is a ghostly apparition with a humanoid form.
",,,,,,
382,"ニーベルング族の『ミーメ』","Mime, the Nibelung","h","u","NIBELUNG","NIBELUNG","0x02","ROGUE","NONE","NONE",0,0,24,2,0,300,0,0,0,0,"NONE","NONE",-1,110,20,80,10,14,14,14,14,14,14,170,0,60,0,160,0,50,0,"HIT:HURT:3d6
HIT:HURT:3d6
HIT:UN_BONUS
TOUCH:EAT_GOLD",,,"UNIQUE|CAN_SPEAK|DROP_SKELETON|DROP_CORPSE|FORCE_SLEEP|FORCE_MAXHP|ONLY_ITEM|DROP_1D2|DROP_GOOD|OPEN_DOOR|BASH_DOOR|IM_FIRE|IM_COLD|NO_CONF|NO_SLEEP|RES_DARK|RES_DISE|RES_TELE","1_IN_8|HEAL|HASTE|BO_FIRE",,"この小さな闇のドワーフは彼の兄アルベリヒに負けないくらい金に貪欲だ。","This tiny night dwarf is as greedy for gold as his brother, Alberich.
","JZ#
JZ#ニーベルング族のミーメ
JZ#リヒャルト・ヴァーグナーの楽劇「ニーベルングの指環」に登場した
JZ#小人で、アルベリヒの弟です。
JZ#ジークフリードを育て、ファフナーを退治させた後にジークフリード
JZ#を殺して財宝を奪おうとしました。 by 久留さん",,,,,
383,"アルベリヒの息子『ハーゲン』","Hagen, Son of Alberich","h","o","NIBELUNG","NIBELUNG","0x02","ROGUE","NONE","NONE",0,0,24,2,0,300,0,0,0,0,"NONE","NONE",-1,110,20,80,10,14,14,14,14,14,14,170,0,60,0,160,0,50,0,"HIT:HURT:3d7
HIT:HURT:3d7
HIT:HURT:3d7
HIT:UN_BONUS",,"99:0:0:100","UNIQUE|CAN_SPEAK|DROP_SKELETON|DROP_CORPSE|FORCE_SLEEP|FORCE_MAXHP|ONLY_ITEM|DROP_1D2|DROP_GOOD|OPEN_DOOR|BASH_DOOR|IM_FIRE|IM_COLD|RES_DARK|RES_DISE|NO_CONF|NO_SLEEP|RES_TELE","1_IN_8|HEAL|HASTE|BO_FIRE",,"アルベリヒの息子で、金で買われた人間の女性との間に生まれた。
グンター王の異父弟にあたり、奸計によってジークフリードを殺害し、
指環を奪った犯人。","Alberich's son, born of a mortal woman won with gold.


","JZ#
JZ#アルベリヒの息子ハーゲン
JZ#リヒャルト・ヴァーグナーの楽劇「ニーベルングの指環」した人物。
JZ#アルベリヒの息子であり、グンター王の異父弟にあたります。奸計に
JZ#よってジークフリードを殺害し、指環を奪った犯人です。 by 久留さん",,,,,
384,"疾翼『メネルドール』","Meneldor the Swift","B","u","BIRD","BIRD","0x02","NONE","NONE","NONE",0,0,38,1,0,7000,0,0,0,0,"NONE","NONE",2,140,20,65,20,19,19,19,19,19,19,170,0,60,0,160,0,50,0,"CLAW:HURT:7d5
CLAW:HURT:7d5
BITE:HURT:5d7",,,"CAN_FLY|UNIQUE|FORCE_MAXHP|DROP_CORPSE|WILD_ONLY|WILD_MOUNTAIN|WILD_VOLCANO|RIDING","1_IN_2|SPECIAL|S_KIN",,"マンウェに遣わされた偉大な大鷲は人の言葉を話し、
マイアールと同じ魂を持っていると言われる。
メネルドールは一族の中でグワイヒアとその弟ランドローバルに継いで速く、
疾翼と呼ばれる。","An agent of supernatural beings, this creature looks like a 
huge eagle.



","JZ#
D:この生き物はなにか超自然的な存在の使いだ。 
D:そしてそれは大きなワシのように見える。",,,,,
385,"幽体獣","Phantom beast","G","B","WRAITH","WRAITH","0x01","NONE","NONE","NONE",0,0,24,1,0,100,0,0,0,0,"NONE","NONE",-1,110,20,40,40,14,14,14,14,14,14,170,0,60,0,160,0,50,0,"HIT:HURT:44d2
HIT:HURT:44d2",,,"PASS_WALL|NO_SLEEP|COLD_BLOOD|NONLIVING|NO_FEAR|FORCE_MAXHP|RES_TELE|CAN_FLY",,,"その生き物は半分は実在で、半分は幻影だ。","A creature that is half real, half illusion.
","JZ#",,,,,
386,"大白鮫","Great white shark","l","w","AQUARIC_MONSTER","AQUARIC_MONSTER","0x01","NONE","NONE","NONE",0,0,24,2,0,11233,0,0,0,0,"NONE","NONE",-1,120,20,70,20,14,14,14,14,14,14,170,0,60,0,160,0,50,0,"BITE:HURT:3d6
BITE:HURT:3d6
BITE:HURT:3d6",,,"FORCE_SLEEP|AQUATIC|RES_WATE",,,"それはとても大きな肉食の魚だ。","A very large carnivorous fish.
","JZ#
JZ#(コメント)訳は 紫月閑丸さん",,,,,
387,"四首ヒドラ","4-headed hydra","M","U","DRAGON","DRAGON","0x01","NONE","NONE","NONE",0,0,24,2,0,350,2500,440,0,0,"NONE","NONE",-1,120,20,70,20,14,14,14,14,14,14,170,0,60,0,160,0,50,0,"BITE:HURT:2d6
BITE:HURT:2d6
BITE:HURT:2d6
BITE:HURT:2d6",,,"FORCE_SLEEP|ONLY_GOLD|DROP_4D2|WILD_SWAMP|WILD_SHORE|OPEN_DOOR|BASH_DOOR|MOVE_BODY|DROP_SKELETON|DROP_CORPSE|RIDING","1_IN_7|SCARE",,"四つの首を持った奇妙な雑種の爬虫類で、蓄えた財宝を守っている。","A strange reptilian hybrid with four heads, guarding its hoard.
","J0#",,,,,
388,"レッサー・ヘル=ビースト","Lesser hell-beast","U","s","DEMON","DEMON","0x01","WARRIOR","NONE","NONE",0,0,24,4,0,400,0,0,0,0,"NONE","NONE",-1,115,10,100,50,14,14,14,14,14,14,170,0,60,0,160,0,50,0,"GAZE:TERRIFY:1d4
GAZE:TERRIFY:1d4
CRUSH:SUPERHURT:33d1",,,"IM_ACID|IM_ELEC|IM_FIRE|IM_POIS|IM_COLD|RES_LITE|RES_DARK|RES_NETH|RES_WATE|RES_PLAS|RES_SHAR|RES_SOUN|RES_CHAO|RES_NEXU|RES_DISE|RES_WALL|RES_INER|RES_TIME|RES_GRAV|KILL_WALL|FORCE_MAXHP|CAN_SWIM|DROP_CORPSE|EAT_INSANITY","1_IN_9|TPORT|BLINK|TELE_AWAY",,"この怪物はあなたを押し潰すだろう。","This creature just might crush you.
","JZ#",,,,,
389,"ティラノサウルス","Tyrannosaurus","R","g","REPTILIA","REPTILIA","0x01","NONE","NONE","NONE",0,0,24,2,0,350,0,0,0,0,"NONE","NONE",-1,120,20,70,20,14,14,14,14,14,14,170,0,60,0,160,0,50,0,"CLAW:HURT:1d6
CLAW:HURT:1d6
BITE:HURT:3d6
BITE:HURT:3d6",,,"FORCE_SLEEP|OPEN_DOOR|BASH_DOOR|MOVE_BODY|DROP_CORPSE|RIDING",,,"それは混沌の力によって呼び起こされた有史以前の恐怖だ。","A horror from prehistory, reawakened by chaos.
","JZ#",,,,,
